kanji,reading,level,pos,meaning_en
押し切る,おしきる,,v5r,"to overcome (opposition)"
押し込む,おしこむ,,v5m,"to push into"
惜しむ,おしむ,,v5m,"to spare"
押し寄せる,おしよせる,,v1,"to advance on"
雄,おす,,n,"male (animal, plant)"
御世辞,おせじ,,n,"flattery"
襲う,おそう,,v5u,"to attack"
遅くとも,おそくとも,,adv,"at the latest"
恐れ,おそれ,,n,"fear"
恐れ入る,おそれいる,,v5r,"to be sorry"
おだてる,おだてる,,unknown,""
落ち込む,おちこむ,,v5m,"to feel down"
落ち着き,おちつき,,n,"calmness"
落葉,おちば,,n,"fallen leaves"
乙,おつ,,n,"(the) second (party, rank, etc.)"
お使い,おつかい,,n,"errand"
おっかない,おっかない,,adj-i,"frightening"
お手上げ,おてあげ,,n,"being done for"
おどおど,おどおど,,adv,"timidly"
脅す,おどす,,v5s,"to threaten"
訪れる,おとずれる,,v1,"to visit"
お供,おとも,,n,"attendant"
衰える,おとろえる,,v1,"to become weak"
同い年,おないどし,,n,"the same age"
自ずから,おのずから,,adv,"naturally"
怯える,おびえる,,v1,"to become frightened"
おびただしい,おびただしい,,unknown,""
脅かす,おびやかす,,v5s,"to intimidate"
帯びる,おびる,,v1,"to wear (a sword, decoration, etc.)"
お袋,おふくろ,,n,"(one's) mother"
覚え,おぼえ,,n,"memory"
おまけ,おまけ,,unknown,""
お宮,おみや,,n,"Shinto shrine"
おむつ,おむつ,,unknown,""
思い付き,おもいつき,,n,"idea"
趣,おもむき,,n,"meaning"
赴く,おもむく,,v5k,"to go in the direction of"
重んじる,おもんじる,,v1,"to respect"
重んずる,おもんずる,,vz,"to honor"
親父,おやじ,,n,"one's father"
及び,および,,conj,"and"
及ぶ,およぶ,,v5b,"to reach"
折,おり,,n,"opportunity"
檻,おり,,n,"cage"
オリエンテーション,オリエンテーション,,n,"orientation"
折り返す,おりかえす,,v5s,"to turn up (hem, sleeves, etc.)"
織物,おりもの,,n,"textile"
俺,おれ,,pn,"I"
愚か,おろか,,adj-na,"foolish"
おろそか,おろそか,,unknown,""
おんぶ,おんぶ,,unknown,""
オンライン,オンライン,,n,"online"
温和,おんわ,,adj-na,"mild (climate)"
我,が～,,unknown,""
カーペット,カーペット,,n,"carpet"
～界,～かい,,unknown,""
～街,～がい,,unknown,""
改悪,かいあく,,n,"changing (something) for the worse"
海運,かいうん,,n,"maritime transport"
外貨,がいか,,n,"foreign currency"
改革,かいかく,,n,"reform"
貝殻,かいがら,,n,"seashell"
外観,がいかん,,n,"outward appearance"
階級,かいきゅう,,n,"(social) class"
海峡,かいきょう,,n,"channel (e.g. between two land masses)"
会見,かいけん,,n,"interview"
介護,かいご,,n,"nursing"
開催,かいさい,,n,"holding (a conference, exhibition, etc.)"
回収,かいしゅう,,n,"collection"
改修,かいしゅう,,n,"repair"
怪獣,かいじゅう,,n,"monster"
解除,かいじょ,,n,"termination (of a contract)"
外相,がいしょう,,n,"Foreign Minister"
害する,がいする,,vs-s,"to injure"
概説,がいせつ,,n,"overview"
回送,かいそう,,n,"forwarding"
階層,かいそう,,n,"class"
開拓,かいたく,,n,"reclamation (e.g. of wasteland)"
会談,かいだん,,n,"talks (i.e. formal discussions)"
改定,かいてい,,n,"revision (of a rule, price, etc.)"
改訂,かいてい,,n,"revision (of text)"
ガイド,ガイド,,n,"guide"
街道,かいどう,,n,"highway (esp. one existing from the Edo period)"
該当,がいとう,,n,"corresponding to"
街頭,がいとう,,n,"(on the) street"
ガイドブック,ガイドブック,,n,"guidebook"
介入,かいにゅう,,n,"intervention"
概念,がいねん,,n,"general idea"
開発,かいはつ,,n,"development"
海抜,かいばつ,,n,"height above sea level"
介抱,かいほう,,n,"nursing"
解剖,かいぼう,,n,"dissection"
外来,がいらい,,adj-no,"foreign"
回覧,かいらん,,n,"circulation (esp. of documents)"
概略,がいりゃく,,n,"outline"
海流,かいりゅう,,n,"ocean current"
改良,かいりょう,,n,"improvement"
回路,かいろ,,n,"circuit"
海路,かいろ,,n,"sea route"
省みる,かえりみる,,v1,"to reflect on (oneself, past conduct, etc.)"
顧みる,かえりみる,,v1,"to look back on (the past)"
顔付き,かおつき,,n,"(outward) looks"
課外,かがい,,n,"extracurricular"
掲げる,かかげる,,v1,"to put up (a notice, sign, etc.)"
かかと,かかと,,unknown,""
書き取る,かきとる,,v5r,"to write down (what someone says)"
掻き回す,かきまわす,,v5s,"to stir"
かく (はじを),かく (はじを),,unknown,""
～画,～かく,,unknown,""
学芸,がくげい,,n,"arts and sciences"
格差,かくさ,,n,"qualitative difference"
拡散,かくさん,,n,"spreading"
学士,がくし,,n,"university graduate"
各種,かくしゅ,,n,"every kind"
隔週,かくしゅう,,adv,"every other week"
確信,かくしん,,n,"conviction"
革新,かくしん,,n,"reform"
学説,がくせつ,,n,"theory"
確定,かくてい,,n,"decision"
カクテル,カクテル,,n,"cocktail"
獲得,かくとく,,n,"acquisition"
楽譜,がくふ,,n,"score"
確保,かくほ,,n,"securing"
革命,かくめい,,n,"revolution"
確立,かくりつ,,n,"establishment"
賭,かけ,,n,"bet"
掛～,かけ～,,unknown,""
～掛け,～かけ,,unknown,""
崖,がけ,,n,"cliff"
駆け足,かけあし,,n,"running fast"
家計,かけい,,n,"household economy"
駆けっこ,かけっこ,,n,"(foot) race"
加工,かこう,,n,"manufacturing"
化合,かごう,,n,"chemical combination"
かさばる,かさばる,,unknown,""
かさむ,かさむ,,unknown,""
箇条書,かじょうがき,,n,"itemized form"
頭,かしら,,n,"head"
微か,かすか,,adj-na,"faint"
霞む,かすむ,,v5m,"to become misty"
擦る,かする,,v5r,"to graze (e.g. bullet)"
火星,かせい,,n,"Mars (planet)"
化石,かせき,,n,"fossil"
河川,かせん,,n,"rivers"
化繊,かせん,,n,"synthetic fiber"
過疎,かそ,,n,"underpopulation"
片～,かた～,,unknown,""
片言,かたこと,,n,"prattle"
傾ける,かたむける,,v1,"to incline"
固める,かためる,,v1,"to harden"
傍ら,かたわら,,adj-no,"side"
花壇,かだん,,n,"flower bed"
家畜,かちく,,n,"domestic animals"
且つ,かつ,,conj,"and"
がっくり,がっくり,,adv,"heartbroken"
合唱,がっしょう,,n,"singing together"
がっしり,がっしり,,adv,"firmly"
合致,がっち,,n,"agreement"
がっちり,がっちり,,adv,"solid"
かつて,かつて,,unknown,""
勝手,かって,,n,"one's own convenience"
カット,カット,,n,"cut"
活発,かっぱつ,,adj-na,"lively"
合併,がっぺい,,n,"merger (of companies, towns, etc.)"
カテゴリー,カテゴリー,,n,"category"
叶う,かなう,,v5u,"to come true (of a wish, prayer, etc.)"
叶える,かなえる,,v1,"to grant (request, wish)"
金槌,かなづち,,n,"hammer"
かなわない,かなわない,,unknown,""
加入,かにゅう,,n,"joining (a club, organization, etc.)"
予て,かねて,,adv,"previously"
庇う,かばう,,v5u,"to protect (someone)"
株式,かぶしき,,n,"share (in a company)"
かぶれる,かぶれる,,unknown,""
花粉,かふん,,n,"pollen"
貨幣,かへい,,n,"money"
構える,かまえる,,v1,"to set up (a house, store, etc.)"
過密,かみつ,,n,"overcrowding"
噛み切る,かみきる,,v5r,"to bite off"
カムバック,カムバック,,n,"comeback"
カメラマン,カメラマン,,n,"photographer"
粥,かゆ,,n,"thin rice porridge"
体付き,からだつき,,n,"body build"
絡む,からむ,,v5m,"to twine"
かりに,かりに,,unknown,""
カルテ,カルテ,,n,"patient's chart"
ガレージ,ガレージ,,n,"garage"
過労,かろう,,n,"overwork"
かろうじて,かろうじて,,unknown,""
交す,かわす,,v5s,"to exchange (messages, greetings, arguments, etc.)"
代る代る,かわるがわる,,adv,"alternately"
簡易,かんい,,adj-na,"simple"
灌漑,かんがい,,n,"irrigation"
眼科,がんか,,n,"ophthalmology"
眼球,がんきゅう,,n,"eyeball"
玩具,がんぐ,,n,"toy"
簡潔,かんけつ,,adj-na,"concise"
還元,かんげん,,n,"restoration"
看護,かんご,,n,"nursing"
漢語,かんご,,n,"Japanese word of Chinese origin"
頑固,がんこ,,adj-na,"stubborn"
勧告,かんこく,,n,"advice"
換算,かんさん,,n,"conversion (e.g. yen to dollars)"
監視,かんし,,n,"monitoring"
慣習,かんしゅう,,n,"custom"
観衆,かんしゅう,,n,"spectators"
願書,がんしょ,,n,"(written) application"
干渉,かんしょう,,n,"interference"
頑丈,がんじょう,,adj-na,"solid"
感触,かんしょく,,n,"feel (of something)"
肝心,かんじん,,adj-na,"essential"
肝腎,かんじん,,adj-na,"essential"
関税,かんぜい,,n,"customs (duties)"
岩石,がんせき,,n,"rock"
感染,かんせん,,n,"infection"
幹線,かんせん,,n,"main line"
簡素,かんそ,,adj-na,"simple"
観点,かんてん,,n,"point of view"
感度,かんど,,n,"sensitivity (e.g. of a measuring instrument)"
カンニング,カンニング,,n,"cheating (on an examination)"
元年,がんねん,,n,"first year (of an imperial era)"
幹部,かんぶ,,n,"management"
完ぺき,かんぺき,,adj-na,"perfect"
勘弁,かんべん,,n,"pardon"
感無量,かんむりょう,,n,"deep emotion"
勧誘,かんゆう,,n,"invitation"
関与,かんよ,,n,"participation"
寛容,かんよう,,n,"tolerance"
元来,がんらい,,adv,"originally"
観覧,かんらん,,n,"viewing"
慣例,かんれい,,n,"custom"
還暦,かんれき,,n,"kanreki"
貫禄,かんろく,,n,"presence"
緩和,かんわ,,n,"relief"
議案,ぎあん,,n,"legislative bill"
危害,きがい,,n,"injury"
企画,きかく,,n,"planning"
規格,きかく,,n,"standard"
着飾る,きかざる,,v5r,"to dress up"
気兼ね,きがね,,n,"constraint"
気軽,きがる,,adj-na,"carefree"
危機,きき,,n,"crisis"
聞き取り,ききとり,,n,"listening comprehension"
効き目,ききめ,,n,"effect"
帰京,ききょう,,n,"returning (home) to Tokyo"
戯曲,ぎきょく,,n,"drama"
基金,ききん,,n,"fund"
喜劇,きげき,,n,"comedy"
議決,ぎけつ,,n,"resolution"
棄権,きけん,,n,"abstention (from voting)"
既婚,きこん,,adj-no,"married"
気障,きざ,,adj-na,"affected"
記載,きさい,,n,"mention (in a document)"
兆,きざし,,unknown,""
気質,きしつ,,n,"disposition"
期日,きじつ,,n,"fixed date"
きしむ,きしむ,,unknown,""
議事堂,ぎじどう,,n,"assembly hall"
記述,きじゅつ,,n,"description"
気象,きしょう,,n,"weather (conditions)"
傷付く,きずつく,,v5k,"to be wounded"
傷付ける,きずつける,,v1,"to wound"
犠牲,ぎせい,,n,"sacrifice"
汽船,きせん,,n,"steamship"
寄贈,きぞう,,n,"donation"
偽造,ぎぞう,,n,"forgery"
貴族,きぞく,,n,"nobility"
議題,ぎだい,,n,"topic of discussion"
鍛える,きたえる,,v1,"to forge"
気立て,きだて,,n,"disposition"
来る,きたる,,adj-pn,"next (e.g. ""next April"")"
きちっと,きちっと,,adv,"exactly"
几帳面,きちょうめん,,adj-na,"methodical"
きっかり,きっかり,,adv,"exactly"
きっちり,きっちり,,adv,"exactly"
きっぱり,きっぱり,,adv,"clearly"
規定,きてい,,n,"stipulation"
起点,きてん,,n,"starting point"
軌道,きどう,,n,"orbit"
技能,ぎのう,,n,"technical skill"
規範,きはん,,n,"model"
気品,きひん,,n,"elegance"
気風,きふう,,n,"character"
起伏,きふく,,n,"undulation"
規模,きぼ,,n,"scale"
気まぐれ,きまぐれ,,n,"whim"
生真面目,きまじめ,,adj-na,"overserious"
期末,きまつ,,n,"end of term"
きまりわるい,きまりわるい,,unknown,""
記名,きめい,,n,"signature"
規約,きやく,,n,"agreement"
脚色,きゃくしょく,,n,"dramatization (e.g. of a novel)"
逆転,ぎゃくてん,,n,"reversal (of a situation)"
脚本,きゃくほん,,n,"script"
華奢,きゃしゃ,,adj-na,"dainty"
客観,きゃっかん,,n,"objectivity"
キャッチ,キャッチ,,n,"catch"
キャリア,キャリア,,n,"career"
救援,きゅうえん,,n,"relief"
休学,きゅうがく,,n,"temporary absence from school"
究極,きゅうきょく,,adj-no,"ultimate"
窮屈,きゅうくつ,,adj-na,"narrow"
球根,きゅうこん,,n,"(plant) bulb"
救済,きゅうさい,,n,"relief"
給仕,きゅうじ,,n,"waiting on a table"
給食,きゅうしょく,,n,"provision of lunch (e.g. at office, school, etc.)"
休戦,きゅうせん,,n,"cease-fire"
宮殿,きゅうでん,,n,"palace"
旧知,きゅうち,,n,"old friend"
窮乏,きゅうぼう,,n,"poverty"
寄与,きよ,,n,"contribution"
強,きょう,,suf,"a little over"
～狂,～きょう,,unknown,""
驚異,きょうい,,n,"wonder"
教科,きょうか,,n,"subject"
協会,きょうかい,,n,"association"
共学,きょうがく,,n,"coeducation"
共感,きょうかん,,n,"sympathy"
境遇,きょうぐう,,n,"one's circumstances"
教訓,きょうくん,,n,"lesson"
強行,きょうこう,,n,"forcing (e.g. a vote)"
強硬,きょうこう,,adj-na,"firm"
教材,きょうざい,,n,"teaching materials"
凶作,きょうさく,,n,"bad harvest"
業者,ぎょうしゃ,,n,"trader"
教習,きょうしゅう,,n,"training"
郷愁,きょうしゅう,,n,"nostalgia"
教職,きょうしょく,,n,"the teaching profession"
興じる,きょうじる,,v1,"to amuse oneself"
強制,きょうせい,,n,"compulsion"
行政,ぎょうせい,,n,"executive"
業績,ぎょうせき,,n,"achievement"
共存,きょうぞん,,n,"coexistence"
協定,きょうてい,,n,"arrangement"
郷土,きょうど,,n,"native place"
脅迫,きょうはく,,n,"threat"
業務,ぎょうむ,,n,"business"
共鳴,きょうめい,,n,"resonance"
郷里,きょうり,,n,"hometown"
強烈,きょうれつ,,adj-na,"strong"
共和,きょうわ,,n,"republicanism"
局限,きょくげん,,n,"limit"
極端,きょくたん,,n,"extreme"
居住,きょじゅう,,n,"residence"
拒絶,きょぜつ,,n,"refusal"
漁船,ぎょせん,,n,"fishing boat"
漁村,ぎょそん,,n,"fishing village"
拒否,きょひ,,n,"refusal"
許容,きょよう,,n,"permission"
清らか,きよらか,,adj-na,"clean"
きらびやか,きらびやか,,unknown,""
～きり,～きり,,unknown,""
義理,ぎり,,n,"duty"
切替,きりかえ,,n,"exchange"
気流,きりゅう,,n,"atmospheric current"
切れ目,きれめ,,n,"gap"
疑惑,ぎわく,,n,"doubt"
極めて,きわめて,,adv,"exceedingly"
近眼,きんがん,,n,"nearsightedness"
緊急,きんきゅう,,n,"urgency"
近郊,きんこう,,n,"outskirts"
均衡,きんこう,,n,"equilibrium"
禁じる,きんじる,,v1,"to forbid"
勤勉,きんべん,,adj-na,"diligent"
吟味,ぎんみ,,n,"close examination"
勤務,きんむ,,n,"service"
禁物,きんもつ,,n,"thing that should be (carefully) avoided"
勤労,きんろう,,n,"labor"
クイズ,クイズ,,n,"quiz"
食い違う,くいちがう,,v5u,"to not match well (e.g. at the seams)"
空間,くうかん,,n,"space"
空腹,くうふく,,n,"empty stomach"
区画,くかく,,n,"division"
区間,くかん,,n,"section (of track, etc.)"
茎,くき,,n,"stalk"
区切り,くぎり,,n,"pause (in speech, writing, etc.)"
くぐる,くぐる,,unknown,""
くじ (～をひく),くじ (～をひく),,unknown,""
くじびき,くじびき,,unknown,""
くすぐったい,くすぐったい,,unknown,""
愚痴,ぐち,,n,"idle complaint"
口吟む,くちずさむ,,v5m,"to hum (a tune)"
嘴,くちばし,,n,"beak"
朽ちる,くちる,,v1,"to rot"
覆す,くつがえす,,v5s,"to overturn"
くっきり,くっきり,,adv,"clearly (standing out)"
屈折,くっせつ,,n,"bending"
ぐっと,ぐっと,,adv,"suddenly"
首飾り,くびかざり,,n,"necklace"
首輪,くびわ,,n,"(animal) collar"
組み込む,くみこむ,,v5m,"to insert"
組み合わせる,くみあわせる,,v1,"to put together"
蔵,くら,,n,"warehouse"
グレー,グレー,,n,"grey"
クレーン,クレーン,,n,"crane (machine)"
玄人,くろうと,,n,"expert"
黒字,くろじ,,n,"(being in) the black"
軍艦,ぐんかん,,n,"warship"
軍事,ぐんじ,,n,"military affairs"
君主,くんしゅ,,n,"monarch"
群集,ぐんしゅう,,n,"crowd"
群衆,ぐんしゅう,,n,"group (of people)"
軍備,ぐんび,,n,"armaments"
軍服,ぐんぷく,,n,"military uniform"
芸,げい,,n,"art"
経過,けいか,,n,"passage (of time)"
軽快,けいかい,,adj-na,"light (of movements)"
警戒,けいかい,,n,"vigilance"
敬具,けいぐ,,n,"yours sincerely"
軽減,けいげん,,n,"abatement"
掲載,けいさい,,n,"publication (e.g. of an article in a newspaper)"
傾斜,けいしゃ,,n,"inclination"
形成,けいせい,,n,"formation"
形勢,けいせい,,n,"condition"
軽率,けいそつ,,adj-na,"rash"
刑罰,けいばつ,,n,"(criminal) punishment"
経費,けいひ,,n,"expenses"
警部,けいぶ,,n,"police inspector"
転換,てんかん,,n,"conversion"
転居,てんきょ,,n,"moving"
転勤,てんきん,,n,"job transfer"
点検,てんけん,,n,"detailed inspection"
電源,でんげん,,n,"source of electricity"
天国,てんごく,,n,"paradise"
天才,てんさい,,n,"genius"
天災,てんさい,,n,"natural calamity"
展示,てんじ,,n,"exhibition"
伝説,でんせつ,,n,"legend"
点線,てんせん,,n,"dotted line"
